"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"NR_TURNO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"TP_ABRANGENCIA";"SG_UF";"SG_UE";"NM_UE";"CD_MUNICIPIO";"NM_MUNICIPIO";"NR_ZONA";"CD_CARGO";"DS_CARGO";"TP_AGREMIACAO";"NR_PARTIDO";"SG_PARTIDO";"NM_PARTIDO";"NR_FEDERACAO";"NM_FEDERACAO";"SG_FEDERACAO";"DS_COMPOSICAO_FEDERACAO";"SQ_COLIGACAO";"NM_COLIGACAO";"DS_COMPOSICAO_COLIGACAO";"ST_VOTO_EM_TRANSITO";"QT_VOTOS_LEGENDA_VALIDOS";"QT_VOTOS_NOMINAIS_CONVR_LEG";"QT_TOTAL_VOTOS_LEG_VALIDOS";"QT_VOTOS_NOMINAIS_VALIDOS";"QT_VOTOS_LEGENDA_ANUL_SUBJUD";"QT_VOTOS_NOMINAIS_ANUL_SUBJUD"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73539";"SANTA TEREZINHA DO TOCANTINS";"9";"3";"Governador";"Federação";"50";"PSOL";"Partido Socialismo e Liberdade";"3";"Federação PSOL REDE";"PSOL/REDE";"PSOL / REDE";"270001682267";"FEDERAÇÃO";"REDE / PSOL";"N";"0";"0";"0";"0";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73334";"ARAGOMINAS";"34";"3";"Governador";"Partido isolado";"27";"DC";"Democracia Cristã";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684647";"PARTIDO ISOLADO";"DC";"N";"0";"0";"0";"3";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"93416";"DIANÓPOLIS";"25";"3";"Governador";"Coligação";"10";"REPUBLICANOS";"REPUBLICANOS";"-1";"#NULO#";"#NULO#";"#NULO#";"270001683381";"União pelo Tocantins";"(PSDB/CIDADANIA) / UNIÃO / PDT / SOLIDARIEDADE / PTB / REPUBLICANOS / PSC";"N";"0";"0";"0";"5807";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"92681";"SÃO VALÉRIO";"20";"7";"Deputado Estadual";"Partido isolado";"10";"REPUBLICANOS";"REPUBLICANOS";"-1";"#NULO#";"#NULO#";"#NULO#";"270001683458";"PARTIDO ISOLADO";"REPUBLICANOS";"N";"30";"0";"30";"700";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"94056";"ITACAJÁ";"33";"6";"Deputado Federal";"Partido isolado";"55";"PSD";"Partido Social Democrático";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684649";"PARTIDO ISOLADO";"PSD";"N";"5";"0";"5";"11";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73261";"PAU D ARCO";"31";"7";"Deputado Estadual";"Partido isolado";"12";"PDT";"Partido Democrático Trabalhista";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684650";"PARTIDO ISOLADO";"PDT";"N";"0";"0";"0";"23";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73539";"SANTA TEREZINHA DO TOCANTINS";"9";"7";"Deputado Estadual";"Federação";"65";"PC do B";"Partido Comunista do Brasil";"2";"Federação Brasil da Esperança - FE BRASIL";"PT/PC do B/PV";"PC do B / PT / PV";"270001682207";"FEDERAÇÃO";"PT / PV / PC do B";"N";"0";"0";"0";"4";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"92371";"ARAGUACEMA";"28";"7";"Deputado Estadual";"Partido isolado";"20";"PSC";"Partido Social Cristão";"-1";"#NULO#";"#NULO#";"#NULO#";"270001683921";"PARTIDO ISOLADO";"PSC";"N";"2";"0";"2";"14";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"93211";"COUTO MAGALHÃES";"16";"6";"Deputado Federal";"Partido isolado";"51";"PATRIOTA";"Patriota";"-1";"#NULO#";"#NULO#";"#NULO#";"270001681662";"PARTIDO ISOLADO";"PATRIOTA";"N";"0";"0";"0";"3";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73512";"AGUIARNÓPOLIS";"9";"6";"Deputado Federal";"Federação";"13";"PT";"Partido dos Trabalhadores";"2";"Federação Brasil da Esperança - FE BRASIL";"PT/PC do B/PV";"PC do B / PT / PV";"270001681597";"FEDERAÇÃO";"PT / PV / PC do B";"N";"13";"0";"13";"27";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"96296";"PRESIDENTE KENNEDY";"4";"6";"Deputado Federal";"Federação";"13";"PT";"Partido dos Trabalhadores";"2";"Federação Brasil da Esperança - FE BRASIL";"PT/PC do B/PV";"PC do B / PT / PV";"270001681597";"FEDERAÇÃO";"PT / PV / PC do B";"N";"11";"0";"11";"87";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73237";"TUPIRATINS";"6";"7";"Deputado Estadual";"Partido isolado";"15";"MDB";"Movimento Democrático Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684731";"PARTIDO ISOLADO";"MDB";"N";"1";"0";"1";"10";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73164";"TAIPAS DO TOCANTINS";"25";"7";"Deputado Estadual";"Partido isolado";"28";"PRTB";"Partido Renovador Trabalhista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684748";"PARTIDO ISOLADO";"PRTB";"N";"0";"0";"0";"2";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73113";"LAGOA DO TOCANTINS";"35";"7";"Deputado Estadual";"Partido isolado";"20";"PSC";"Partido Social Cristão";"-1";"#NULO#";"#NULO#";"#NULO#";"270001683921";"PARTIDO ISOLADO";"PSC";"N";"3";"0";"3";"133";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73440";"PALMAS";"29";"6";"Deputado Federal";"Partido isolado";"22";"PL";"Partido Liberal";"-1";"#NULO#";"#NULO#";"#NULO#";"270001683076";"PARTIDO ISOLADO";"PL";"N";"1088";"0";"1088";"26602";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73342";"MURICILÂNDIA";"34";"7";"Deputado Estadual";"Partido isolado";"51";"PATRIOTA";"Patriota";"-1";"#NULO#";"#NULO#";"#NULO#";"270001681761";"PARTIDO ISOLADO";"PATRIOTA";"N";"2";"0";"2";"5";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73300";"CARIRI DO TOCANTINS";"2";"7";"Deputado Estadual";"Partido isolado";"55";"PSD";"Partido Social Democrático";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684655";"PARTIDO ISOLADO";"PSD";"N";"9";"0";"9";"599";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73580";"BANDEIRANTES DO TOCANTINS";"31";"7";"Deputado Estadual";"Partido isolado";"22";"PL";"Partido Liberal";"-1";"#NULO#";"#NULO#";"#NULO#";"270001683079";"PARTIDO ISOLADO";"PL";"N";"18";"0";"18";"74";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"96679";"FIGUEIRÓPOLIS";"14";"6";"Deputado Federal";"Partido isolado";"11";"PP";"PROGRESSISTAS";"-1";"#NULO#";"#NULO#";"#NULO#";"270001683062";"PARTIDO ISOLADO";"PP";"N";"4";"0";"4";"58";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"92576";"AXIXÁ DO TOCANTINS";"11";"7";"Deputado Estadual";"Partido isolado";"14";"PTB";"Partido Trabalhista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684070";"PARTIDO ISOLADO";"PTB";"N";"7";"0";"7";"18";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"95338";"GOIATINS";"32";"6";"Deputado Federal";"Partido isolado";"27";"DC";"Democracia Cristã";"-1";"#NULO#";"#NULO#";"#NULO#";"270001685090";"PARTIDO ISOLADO";"DC";"N";"1";"0";"1";"3";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"95338";"GOIATINS";"32";"3";"Governador";"Coligação";"22";"PL";"Partido Liberal";"-1";"#NULO#";"#NULO#";"#NULO#";"270001683284";"A TRANSFORMAÇÃO QUE O TOCANTINS PRECISA";"MDB / PL / PODE";"N";"0";"0";"0";"471";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"96431";"XAMBIOÁ";"12";"6";"Deputado Federal";"Partido isolado";"35";"PMB";"Partido da Mulher Brasileira";"-1";"#NULO#";"#NULO#";"#NULO#";"270001683101";"PARTIDO ISOLADO";"PMB";"N";"0";"0";"0";"2";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"93130";"CONCEIÇÃO DO TOCANTINS";"22";"7";"Deputado Estadual";"Federação";"43";"PV";"Partido Verde";"2";"Federação Brasil da Esperança - FE BRASIL";"PT/PC do B/PV";"PC do B / PT / PV";"270001682207";"FEDERAÇÃO";"PT / PV / PC do B";"N";"7";"0";"7";"173";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"92592";"BABAÇULÂNDIA";"8";"7";"Deputado Estadual";"Partido isolado";"20";"PSC";"Partido Social Cristão";"-1";"#NULO#";"#NULO#";"#NULO#";"270001683921";"PARTIDO ISOLADO";"PSC";"N";"3";"0";"3";"8";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"92088";"CASEARA";"28";"7";"Deputado Estadual";"Federação";"65";"PC do B";"Partido Comunista do Brasil";"2";"Federação Brasil da Esperança - FE BRASIL";"PT/PC do B/PV";"PC do B / PT / PV";"270001682207";"FEDERAÇÃO";"PT / PV / PC do B";"N";"0";"0";"0";"13";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73334";"ARAGOMINAS";"34";"7";"Deputado Estadual";"Partido isolado";"44";"UNIÃO";"UNIÃO BRASIL";"-1";"#NULO#";"#NULO#";"#NULO#";"270001683073";"PARTIDO ISOLADO";"UNIÃO";"N";"27";"0";"27";"20";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"96270";"GUARAÍ";"6";"7";"Deputado Estadual";"Partido isolado";"12";"PDT";"Partido Democrático Trabalhista";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684650";"PARTIDO ISOLADO";"PDT";"N";"15";"0";"15";"54";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"96431";"XAMBIOÁ";"12";"7";"Deputado Estadual";"Partido isolado";"40";"PSB";"Partido Socialista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684079";"PARTIDO ISOLADO";"PSB";"N";"9";"0";"9";"57";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73563";"MONTE SANTO DO TOCANTINS";"7";"7";"Deputado Estadual";"Partido isolado";"27";"DC";"Democracia Cristã";"-1";"#NULO#";"#NULO#";"#NULO#";"270001685082";"PARTIDO ISOLADO";"DC";"N";"0";"0";"0";"0";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"92371";"ARAGUACEMA";"28";"6";"Deputado Federal";"Partido isolado";"15";"MDB";"Movimento Democrático Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684730";"PARTIDO ISOLADO";"MDB";"N";"14";"0";"14";"1560";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"96156";"TAGUATINGA";"17";"6";"Deputado Federal";"Partido isolado";"11";"PP";"PROGRESSISTAS";"-1";"#NULO#";"#NULO#";"#NULO#";"270001683062";"PARTIDO ISOLADO";"PP";"N";"31";"0";"31";"881";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"93130";"CONCEIÇÃO DO TOCANTINS";"22";"7";"Deputado Estadual";"Partido isolado";"51";"PATRIOTA";"Patriota";"-1";"#NULO#";"#NULO#";"#NULO#";"270001681761";"PARTIDO ISOLADO";"PATRIOTA";"N";"2";"0";"2";"23";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73598";"IPUEIRAS";"3";"7";"Deputado Estadual";"Partido isolado";"28";"PRTB";"Partido Renovador Trabalhista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684748";"PARTIDO ISOLADO";"PRTB";"N";"0";"0";"0";"0";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73393";"SÃO SALVADOR DO TOCANTINS";"18";"7";"Deputado Estadual";"Partido isolado";"44";"UNIÃO";"UNIÃO BRASIL";"-1";"#NULO#";"#NULO#";"#NULO#";"270001683073";"PARTIDO ISOLADO";"UNIÃO";"N";"16";"0";"16";"3";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73059";"MAURILÂNDIA DO TOCANTINS";"11";"6";"Deputado Federal";"Partido isolado";"70";"AVANTE";"AVANTE";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684656";"PARTIDO ISOLADO";"AVANTE";"N";"0";"0";"0";"5";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73466";"OLIVEIRA DE FÁTIMA";"13";"6";"Deputado Federal";"Partido isolado";"51";"PATRIOTA";"Patriota";"-1";"#NULO#";"#NULO#";"#NULO#";"270001681662";"PARTIDO ISOLADO";"PATRIOTA";"N";"0";"0";"0";"0";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73318";"ARAGUANÃ";"12";"5";"Senador";"Partido isolado";"28";"PRTB";"Partido Renovador Trabalhista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684732";"PARTIDO ISOLADO";"PRTB";"N";"0";"0";"0";"0";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"93475";"DUERÉ";"15";"7";"Deputado Estadual";"Partido isolado";"12";"PDT";"Partido Democrático Trabalhista";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684650";"PARTIDO ISOLADO";"PDT";"N";"14";"0";"14";"802";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73393";"SÃO SALVADOR DO TOCANTINS";"18";"6";"Deputado Federal";"Partido isolado";"55";"PSD";"Partido Social Democrático";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684649";"PARTIDO ISOLADO";"PSD";"N";"1";"0";"1";"6";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"95257";"PEDRO AFONSO";"23";"6";"Deputado Federal";"Partido isolado";"11";"PP";"PROGRESSISTAS";"-1";"#NULO#";"#NULO#";"#NULO#";"270001683062";"PARTIDO ISOLADO";"PP";"N";"29";"0";"29";"2187";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73024";"RIACHINHO";"27";"7";"Deputado Estadual";"Partido isolado";"10";"REPUBLICANOS";"REPUBLICANOS";"-1";"#NULO#";"#NULO#";"#NULO#";"270001683458";"PARTIDO ISOLADO";"REPUBLICANOS";"N";"21";"0";"21";"1708";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"93130";"CONCEIÇÃO DO TOCANTINS";"22";"7";"Deputado Estadual";"Partido isolado";"55";"PSD";"Partido Social Democrático";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684655";"PARTIDO ISOLADO";"PSD";"N";"15";"0";"15";"322";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"93475";"DUERÉ";"15";"7";"Deputado Estadual";"Partido isolado";"20";"PSC";"Partido Social Cristão";"-1";"#NULO#";"#NULO#";"#NULO#";"270001683921";"PARTIDO ISOLADO";"PSC";"N";"2";"0";"2";"19";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73008";"ABREULÂNDIA";"7";"6";"Deputado Federal";"Partido isolado";"55";"PSD";"Partido Social Democrático";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684649";"PARTIDO ISOLADO";"PSD";"N";"5";"0";"5";"1";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"92002";"BERNARDO SAYÃO";"4";"7";"Deputado Estadual";"Partido isolado";"27";"DC";"Democracia Cristã";"-1";"#NULO#";"#NULO#";"#NULO#";"270001685082";"PARTIDO ISOLADO";"DC";"N";"0";"0";"0";"0";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"94056";"ITACAJÁ";"33";"7";"Deputado Estadual";"Partido isolado";"55";"PSD";"Partido Social Democrático";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684655";"PARTIDO ISOLADO";"PSD";"N";"7";"0";"7";"567";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73342";"MURICILÂNDIA";"34";"6";"Deputado Federal";"Partido isolado";"10";"REPUBLICANOS";"REPUBLICANOS";"-1";"#NULO#";"#NULO#";"#NULO#";"270001683459";"PARTIDO ISOLADO";"REPUBLICANOS";"N";"14";"0";"14";"372";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"92142";"COMBINADO";"22";"6";"Deputado Federal";"Federação";"13";"PT";"Partido dos Trabalhadores";"2";"Federação Brasil da Esperança - FE BRASIL";"PT/PC do B/PV";"PC do B / PT / PV";"270001681597";"FEDERAÇÃO";"PT / PV / PC do B";"N";"21";"0";"21";"102";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"95699";"LIZARDA";"35";"6";"Deputado Federal";"Partido isolado";"14";"PTB";"Partido Trabalhista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684073";"PARTIDO ISOLADO";"PTB";"N";"3";"0";"3";"38";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"93653";"FORMOSO DO ARAGUAIA";"15";"7";"Deputado Estadual";"Federação";"43";"PV";"Partido Verde";"2";"Federação Brasil da Esperança - FE BRASIL";"PT/PC do B/PV";"PC do B / PT / PV";"270001682207";"FEDERAÇÃO";"PT / PV / PC do B";"N";"13";"0";"13";"582";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"96490";"PALMEIRÓPOLIS";"18";"7";"Deputado Estadual";"Partido isolado";"14";"PTB";"Partido Trabalhista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684070";"PARTIDO ISOLADO";"PTB";"N";"1";"0";"1";"42";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"92479";"ARRAIAS";"22";"6";"Deputado Federal";"Partido isolado";"15";"MDB";"Movimento Democrático Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684730";"PARTIDO ISOLADO";"MDB";"N";"16";"0";"16";"409";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"93459";"DOIS IRMÃOS DO TOCANTINS";"28";"6";"Deputado Federal";"Partido isolado";"22";"PL";"Partido Liberal";"-1";"#NULO#";"#NULO#";"#NULO#";"270001683076";"PARTIDO ISOLADO";"PL";"N";"11";"0";"11";"176";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"93459";"DOIS IRMÃOS DO TOCANTINS";"28";"7";"Deputado Estadual";"Partido isolado";"14";"PTB";"Partido Trabalhista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684070";"PARTIDO ISOLADO";"PTB";"N";"5";"0";"5";"45";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73083";"PALMEIRANTE";"8";"3";"Governador";"Coligação";"10";"REPUBLICANOS";"REPUBLICANOS";"-1";"#NULO#";"#NULO#";"#NULO#";"270001683381";"União pelo Tocantins";"(PSDB/CIDADANIA) / UNIÃO / PDT / SOLIDARIEDADE / PTB / REPUBLICANOS / PSC";"N";"0";"0";"0";"1996";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"96636";"NOVA OLINDA";"31";"7";"Deputado Estadual";"Partido isolado";"77";"SOLIDARIEDADE";"Solidariedade";"-1";"#NULO#";"#NULO#";"#NULO#";"270001683367";"PARTIDO ISOLADO";"SOLIDARIEDADE";"N";"11";"0";"11";"556";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73512";"AGUIARNÓPOLIS";"9";"5";"Senador";"Partido isolado";"35";"PMB";"Partido da Mulher Brasileira";"-1";"#NULO#";"#NULO#";"#NULO#";"270001685088";"PARTIDO ISOLADO";"PMB";"N";"0";"0";"0";"3";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"93556";"FILADÉLFIA";"8";"7";"Deputado Estadual";"Partido isolado";"51";"PATRIOTA";"Patriota";"-1";"#NULO#";"#NULO#";"#NULO#";"270001681761";"PARTIDO ISOLADO";"PATRIOTA";"N";"2";"0";"2";"30";"0";"0"
