"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"NR_TURNO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"TP_ABRANGENCIA";"SG_UF";"SG_UE";"NM_UE";"CD_MUNICIPIO";"NM_MUNICIPIO";"NR_ZONA";"CD_CARGO";"DS_CARGO";"TP_AGREMIACAO";"NR_PARTIDO";"SG_PARTIDO";"NM_PARTIDO";"NR_FEDERACAO";"NM_FEDERACAO";"SG_FEDERACAO";"DS_COMPOSICAO_FEDERACAO";"SQ_COLIGACAO";"NM_COLIGACAO";"DS_COMPOSICAO_COLIGACAO";"ST_VOTO_EM_TRANSITO";"QT_VOTOS_LEGENDA_VALIDOS";"QT_VOTOS_NOMINAIS_CONVR_LEG";"QT_TOTAL_VOTOS_LEG_VALIDOS";"QT_VOTOS_NOMINAIS_VALIDOS";"QT_VOTOS_LEGENDA_ANUL_SUBJUD";"QT_VOTOS_NOMINAIS_ANUL_SUBJUD"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"92088";"CASEARA";"28";"3";"Governador";"Federação";"50";"PSOL";"Partido Socialismo e Liberdade";"3";"Federação PSOL REDE";"PSOL/REDE";"PSOL / REDE";"270001682267";"FEDERAÇÃO";"REDE / PSOL";"N";"0";"0";"0";"1";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73369";"JAÚ DO TOCANTINS";"20";"3";"Governador";"Federação";"13";"PT";"Partido dos Trabalhadores";"2";"Federação Brasil da Esperança - FE BRASIL";"PT/PC do B/PV";"PC do B / PT / PV";"270001683366";"FEDERAÇÃO";"PT / PV / PC do B";"N";"0";"0";"0";"270";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"95699";"LIZARDA";"35";"5";"Senador";"Partido isolado";"28";"PRTB";"Partido Renovador Trabalhista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684732";"PARTIDO ISOLADO";"PRTB";"N";"0";"0";"0";"0";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73482";"CHAPADA DA NATIVIDADE";"19";"5";"Senador";"Partido isolado";"40";"PSB";"Partido Socialista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"270001683100";"PARTIDO ISOLADO";"PSB";"N";"0";"0";"0";"98";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"92479";"ARRAIAS";"22";"5";"Senador";"Partido isolado";"27";"DC";"Democracia Cristã";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684653";"PARTIDO ISOLADO";"DC";"N";"0";"0";"0";"0";"0";"1"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"96954";"ALIANÇA DO TOCANTINS";"2";"7";"Deputado Estadual";"Federação";"18";"REDE";"Rede Sustentabilidade";"3";"Federação PSOL REDE";"PSOL/REDE";"PSOL / REDE";"270001683052";"FEDERAÇÃO";"REDE / PSOL";"N";"0";"0";"0";"0";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"92002";"BERNARDO SAYÃO";"4";"3";"Governador";"Federação";"13";"PT";"Partido dos Trabalhadores";"2";"Federação Brasil da Esperança - FE BRASIL";"PT/PC do B/PV";"PC do B / PT / PV";"270001683366";"FEDERAÇÃO";"PT / PV / PC do B";"N";"0";"0";"0";"123";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"95290";"COLMÉIA";"16";"6";"Deputado Federal";"Federação";"23";"CIDADANIA";"Cidadania";"1";"Federação PSDB Cidadania";"PSDB/CIDADANIA";"CIDADANIA / PSDB";"270001683091";"FEDERAÇÃO";"CIDADANIA / PSDB";"N";"10";"0";"10";"6";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"92410";"ARAGUAÍNA";"34";"5";"Senador";"Coligação";"44";"UNIÃO";"UNIÃO BRASIL";"-1";"#NULO#";"#NULO#";"#NULO#";"270001683272";"UNIÃO PELO TOCANTINS";"PTB / PSC / PDT / UNIÃO / (PSDB/CIDADANIA) / REPUBLICANOS / SOLIDARIEDADE";"N";"0";"0";"0";"2245";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73016";"PIRAQUÊ";"27";"7";"Deputado Estadual";"Federação";"50";"PSOL";"Partido Socialismo e Liberdade";"3";"Federação PSOL REDE";"PSOL/REDE";"PSOL / REDE";"270001683052";"FEDERAÇÃO";"REDE / PSOL";"N";"0";"0";"0";"2";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73180";"SÃO MIGUEL DO TOCANTINS";"11";"6";"Deputado Federal";"Federação";"18";"REDE";"Rede Sustentabilidade";"3";"Federação PSOL REDE";"PSOL/REDE";"PSOL / REDE";"270001683271";"FEDERAÇÃO";"REDE / PSOL";"N";"0";"0";"0";"1";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73563";"MONTE SANTO DO TOCANTINS";"7";"6";"Deputado Federal";"Partido isolado";"20";"PSC";"Partido Social Cristão";"-1";"#NULO#";"#NULO#";"#NULO#";"270001683927";"PARTIDO ISOLADO";"PSC";"N";"4";"0";"4";"273";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"96652";"WANDERLÂNDIA";"27";"3";"Governador";"Partido isolado";"35";"PMB";"Partido da Mulher Brasileira";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684076";"PARTIDO ISOLADO";"PMB";"N";"0";"0";"0";"13";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"96199";"TOCANTÍNIA";"5";"7";"Deputado Estadual";"Federação";"18";"REDE";"Rede Sustentabilidade";"3";"Federação PSOL REDE";"PSOL/REDE";"PSOL / REDE";"270001683052";"FEDERAÇÃO";"REDE / PSOL";"N";"6";"0";"6";"0";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73105";"SÃO FÉLIX DO TOCANTINS";"35";"6";"Deputado Federal";"Federação";"43";"PV";"Partido Verde";"2";"Federação Brasil da Esperança - FE BRASIL";"PT/PC do B/PV";"PC do B / PT / PV";"270001681597";"FEDERAÇÃO";"PT / PV / PC do B";"N";"0";"0";"0";"0";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"94692";"MONTE DO CARMO";"3";"7";"Deputado Estadual";"Federação";"65";"PC do B";"Partido Comunista do Brasil";"2";"Federação Brasil da Esperança - FE BRASIL";"PT/PC do B/PV";"PC do B / PT / PV";"270001682207";"FEDERAÇÃO";"PT / PV / PC do B";"N";"1";"0";"1";"2";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73172";"NOVO JARDIM";"25";"7";"Deputado Estadual";"Federação";"18";"REDE";"Rede Sustentabilidade";"3";"Federação PSOL REDE";"PSOL/REDE";"PSOL / REDE";"270001683052";"FEDERAÇÃO";"REDE / PSOL";"N";"0";"0";"0";"0";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73210";"CENTENÁRIO";"33";"3";"Governador";"Partido isolado";"35";"PMB";"Partido da Mulher Brasileira";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684076";"PARTIDO ISOLADO";"PMB";"N";"0";"0";"0";"0";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73601";"LAVANDEIRA";"17";"6";"Deputado Federal";"Partido isolado";"40";"PSB";"Partido Socialista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684083";"PARTIDO ISOLADO";"PSB";"N";"0";"0";"0";"0";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73113";"LAGOA DO TOCANTINS";"35";"5";"Senador";"Coligação";"44";"UNIÃO";"UNIÃO BRASIL";"-1";"#NULO#";"#NULO#";"#NULO#";"270001683272";"UNIÃO PELO TOCANTINS";"PTB / PSC / PDT / UNIÃO / (PSDB/CIDADANIA) / REPUBLICANOS / SOLIDARIEDADE";"N";"0";"0";"0";"838";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"94994";"NOVO ACORDO";"35";"5";"Senador";"Partido isolado";"35";"PMB";"Partido da Mulher Brasileira";"-1";"#NULO#";"#NULO#";"#NULO#";"270001685088";"PARTIDO ISOLADO";"PMB";"N";"0";"0";"0";"5";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"92088";"CASEARA";"28";"5";"Senador";"Federação";"13";"PT";"Partido dos Trabalhadores";"2";"Federação Brasil da Esperança - FE BRASIL";"PT/PC do B/PV";"PC do B / PT / PV";"270001684641";"FEDERAÇÃO";"PT / PV / PC do B";"N";"0";"0";"0";"99";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73520";"LUZINÓPOLIS";"9";"5";"Senador";"Partido isolado";"40";"PSB";"Partido Socialista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"270001683100";"PARTIDO ISOLADO";"PSB";"N";"0";"0";"0";"44";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"93556";"FILADÉLFIA";"8";"5";"Senador";"Coligação";"44";"UNIÃO";"UNIÃO BRASIL";"-1";"#NULO#";"#NULO#";"#NULO#";"270001683272";"UNIÃO PELO TOCANTINS";"PTB / PSC / PDT / UNIÃO / (PSDB/CIDADANIA) / REPUBLICANOS / SOLIDARIEDADE";"N";"0";"0";"0";"2004";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"96679";"FIGUEIRÓPOLIS";"14";"5";"Senador";"Partido isolado";"51";"PATRIOTA";"Patriota";"-1";"#NULO#";"#NULO#";"#NULO#";"270001681375";"PARTIDO ISOLADO";"PATRIOTA";"N";"0";"0";"0";"18";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"92533";"AURORA DO TOCANTINS";"17";"5";"Senador";"Partido isolado";"35";"PMB";"Partido da Mulher Brasileira";"-1";"#NULO#";"#NULO#";"#NULO#";"270001685088";"PARTIDO ISOLADO";"PMB";"N";"0";"0";"0";"3";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73148";"NOVO ALEGRE";"22";"3";"Governador";"Coligação";"22";"PL";"Partido Liberal";"-1";"#NULO#";"#NULO#";"#NULO#";"270001683284";"A TRANSFORMAÇÃO QUE O TOCANTINS PRECISA";"MDB / PL / PODE";"N";"0";"0";"0";"562";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"95516";"PONTE ALTA DO BOM JESUS";"17";"5";"Senador";"Partido isolado";"90";"PROS";"Partido Republicano da Ordem Social";"-1";"#NULO#";"#NULO#";"#NULO#";"270001681376";"PARTIDO ISOLADO";"PROS";"N";"0";"0";"0";"132";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"96270";"GUARAÍ";"6";"3";"Governador";"Coligação";"10";"REPUBLICANOS";"REPUBLICANOS";"-1";"#NULO#";"#NULO#";"#NULO#";"270001683381";"União pelo Tocantins";"(PSDB/CIDADANIA) / UNIÃO / PDT / SOLIDARIEDADE / PTB / REPUBLICANOS / PSC";"N";"0";"0";"0";"7777";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"93459";"DOIS IRMÃOS DO TOCANTINS";"28";"5";"Senador";"Partido isolado";"40";"PSB";"Partido Socialista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"270001683100";"PARTIDO ISOLADO";"PSB";"N";"0";"0";"0";"120";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"92410";"ARAGUAÍNA";"34";"6";"Deputado Federal";"Partido isolado";"40";"PSB";"Partido Socialista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684083";"PARTIDO ISOLADO";"PSB";"N";"4";"0";"4";"113";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73270";"MATEIROS";"26";"7";"Deputado Estadual";"Partido isolado";"14";"PTB";"Partido Trabalhista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684070";"PARTIDO ISOLADO";"PTB";"N";"0";"0";"0";"15";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73350";"SANTA FÉ DO ARAGUAIA";"34";"7";"Deputado Estadual";"Federação";"50";"PSOL";"Partido Socialismo e Liberdade";"3";"Federação PSOL REDE";"PSOL/REDE";"PSOL / REDE";"270001683052";"FEDERAÇÃO";"REDE / PSOL";"N";"0";"0";"0";"0";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73474";"CHAPADA DE AREIA";"13";"7";"Deputado Estadual";"Partido isolado";"28";"PRTB";"Partido Renovador Trabalhista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684748";"PARTIDO ISOLADO";"PRTB";"N";"0";"0";"0";"3";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73385";"LAGOA DA CONFUSÃO";"13";"7";"Deputado Estadual";"Partido isolado";"20";"PSC";"Partido Social Cristão";"-1";"#NULO#";"#NULO#";"#NULO#";"270001683921";"PARTIDO ISOLADO";"PSC";"N";"1";"0";"1";"62";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73024";"RIACHINHO";"27";"6";"Deputado Federal";"Partido isolado";"70";"AVANTE";"AVANTE";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684656";"PARTIDO ISOLADO";"AVANTE";"N";"0";"0";"0";"2";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73466";"OLIVEIRA DE FÁTIMA";"13";"7";"Deputado Estadual";"Partido isolado";"44";"UNIÃO";"UNIÃO BRASIL";"-1";"#NULO#";"#NULO#";"#NULO#";"270001683073";"PARTIDO ISOLADO";"UNIÃO";"N";"13";"0";"13";"12";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"93475";"DUERÉ";"15";"7";"Deputado Estadual";"Partido isolado";"51";"PATRIOTA";"Patriota";"-1";"#NULO#";"#NULO#";"#NULO#";"270001681761";"PARTIDO ISOLADO";"PATRIOTA";"N";"2";"0";"2";"4";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"93416";"DIANÓPOLIS";"25";"7";"Deputado Estadual";"Partido isolado";"20";"PSC";"Partido Social Cristão";"-1";"#NULO#";"#NULO#";"#NULO#";"270001683921";"PARTIDO ISOLADO";"PSC";"N";"8";"0";"8";"528";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"96636";"NOVA OLINDA";"31";"6";"Deputado Federal";"Partido isolado";"14";"PTB";"Partido Trabalhista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684073";"PARTIDO ISOLADO";"PTB";"N";"3";"0";"3";"49";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73369";"JAÚ DO TOCANTINS";"20";"7";"Deputado Estadual";"Partido isolado";"22";"PL";"Partido Liberal";"-1";"#NULO#";"#NULO#";"#NULO#";"270001683079";"PARTIDO ISOLADO";"PL";"N";"24";"0";"24";"696";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"95699";"LIZARDA";"35";"7";"Deputado Estadual";"Partido isolado";"51";"PATRIOTA";"Patriota";"-1";"#NULO#";"#NULO#";"#NULO#";"270001681761";"PARTIDO ISOLADO";"PATRIOTA";"N";"1";"0";"1";"1";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73415";"RIO DOS BOIS";"28";"6";"Deputado Federal";"Partido isolado";"19";"PODE";"Podemos";"-1";"#NULO#";"#NULO#";"#NULO#";"270001682986";"PARTIDO ISOLADO";"PODE";"N";"0";"0";"0";"9";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"96679";"FIGUEIRÓPOLIS";"14";"6";"Deputado Federal";"Partido isolado";"14";"PTB";"Partido Trabalhista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684073";"PARTIDO ISOLADO";"PTB";"N";"1";"0";"1";"123";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"92045";"BURITI DO TOCANTINS";"10";"7";"Deputado Estadual";"Partido isolado";"51";"PATRIOTA";"Patriota";"-1";"#NULO#";"#NULO#";"#NULO#";"270001681761";"PARTIDO ISOLADO";"PATRIOTA";"N";"4";"0";"4";"1";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"92606";"SANTA TEREZA DO TOCANTINS";"35";"6";"Deputado Federal";"Partido isolado";"22";"PL";"Partido Liberal";"-1";"#NULO#";"#NULO#";"#NULO#";"270001683076";"PARTIDO ISOLADO";"PL";"N";"6";"0";"6";"175";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73172";"NOVO JARDIM";"25";"6";"Deputado Federal";"Federação";"45";"PSDB";"Partido da Social Democracia Brasileira";"1";"Federação PSDB Cidadania";"PSDB/CIDADANIA";"CIDADANIA / PSDB";"270001683091";"FEDERAÇÃO";"CIDADANIA / PSDB";"N";"1";"0";"1";"0";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73253";"JUARINA";"4";"7";"Deputado Estadual";"Partido isolado";"10";"REPUBLICANOS";"REPUBLICANOS";"-1";"#NULO#";"#NULO#";"#NULO#";"270001683458";"PARTIDO ISOLADO";"REPUBLICANOS";"N";"15";"0";"15";"490";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"92401";"NOVA ROSALÂNDIA";"13";"6";"Deputado Federal";"Partido isolado";"55";"PSD";"Partido Social Democrático";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684649";"PARTIDO ISOLADO";"PSD";"N";"4";"0";"4";"3";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"92487";"PEQUIZEIRO";"16";"6";"Deputado Federal";"Partido isolado";"70";"AVANTE";"AVANTE";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684656";"PARTIDO ISOLADO";"AVANTE";"N";"5";"0";"5";"2";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"95699";"LIZARDA";"35";"6";"Deputado Federal";"Partido isolado";"12";"PDT";"Partido Democrático Trabalhista";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684646";"PARTIDO ISOLADO";"PDT";"N";"13";"0";"13";"2";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73202";"ITAPIRATINS";"33";"6";"Deputado Federal";"Partido isolado";"51";"PATRIOTA";"Patriota";"-1";"#NULO#";"#NULO#";"#NULO#";"270001681662";"PARTIDO ISOLADO";"PATRIOTA";"N";"1";"0";"1";"1";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73270";"MATEIROS";"26";"6";"Deputado Federal";"Partido isolado";"22";"PL";"Partido Liberal";"-1";"#NULO#";"#NULO#";"#NULO#";"270001683076";"PARTIDO ISOLADO";"PL";"N";"12";"0";"12";"131";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73288";"SÃO BENTO DO TOCANTINS";"10";"6";"Deputado Federal";"Partido isolado";"12";"PDT";"Partido Democrático Trabalhista";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684646";"PARTIDO ISOLADO";"PDT";"N";"11";"0";"11";"4";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"95338";"GOIATINS";"32";"7";"Deputado Estadual";"Federação";"43";"PV";"Partido Verde";"2";"Federação Brasil da Esperança - FE BRASIL";"PT/PC do B/PV";"PC do B / PT / PV";"270001682207";"FEDERAÇÃO";"PT / PV / PC do B";"N";"0";"0";"0";"44";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"92576";"AXIXÁ DO TOCANTINS";"11";"6";"Deputado Federal";"Partido isolado";"27";"DC";"Democracia Cristã";"-1";"#NULO#";"#NULO#";"#NULO#";"270001685090";"PARTIDO ISOLADO";"DC";"N";"0";"0";"0";"0";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"93238";"CRISTALÂNDIA";"13";"5";"Senador";"Federação";"50";"PSOL";"Partido Socialismo e Liberdade";"3";"Federação PSOL REDE";"PSOL/REDE";"PSOL / REDE";"270001682266";"FEDERAÇÃO";"REDE / PSOL";"N";"0";"0";"0";"13";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"92681";"SÃO VALÉRIO";"20";"6";"Deputado Federal";"Federação";"45";"PSDB";"Partido da Social Democracia Brasileira";"1";"Federação PSDB Cidadania";"PSDB/CIDADANIA";"CIDADANIA / PSDB";"270001683091";"FEDERAÇÃO";"CIDADANIA / PSDB";"N";"5";"0";"5";"4";"0";"0"
"11/05/2023";"19:40:17";"2022";"2";"Eleição Ordinária";"1";"546";"Eleições Gerais Estaduais 2022";"02/10/2022";"E";"TO";"TO";"TOCANTINS";"73180";"SÃO MIGUEL DO TOCANTINS";"11";"7";"Deputado Estadual";"Partido isolado";"14";"PTB";"Partido Trabalhista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"270001684070";"PARTIDO ISOLADO";"PTB";"N";"3";"0";"3";"5";"0";"0"
